Sexo;Provincias;Tasas;Periodo;Total
Ambos sexos;24 León;Tasa de paro de la población;2019T4;12,99
Ambos sexos;24 León;Tasa de paro de la población;2018T4;10,66
Ambos sexos;24 León;Tasa de paro de la población;2017T4;14,93
Ambos sexos;24 León;Tasa de paro de la población;2016T4;18,69
Ambos sexos;24 León;Tasa de empleo de la población;2023T4;43,90
Ambos sexos;24 León;Tasa de empleo de la población;2022T4;46,23
Ambos sexos;24 León;Tasa de empleo de la población;2021T4;44,26
Ambos sexos;24 León;Tasa de empleo de la población;2020T4;42,66
Ambos sexos;24 León;Tasa de empleo de la población;2019T4;45,37
Ambos sexos;24 León;Tasa de empleo de la población;2018T4;45,12
Ambos sexos;24 León;Tasa de empleo de la población;2017T4;41,96
Ambos sexos;24 León;Tasa de empleo de la población;2016T4;41,11
Ambos sexos;25 Lleida;Tasa de actividad;2023T4;59,25
Ambos sexos;25 Lleida;Tasa de actividad;2022T4;58,38
Ambos sexos;25 Lleida;Tasa de actividad;2021T4;62,33
Ambos sexos;25 Lleida;Tasa de actividad;2020T4;62,97
Ambos sexos;25 Lleida;Tasa de actividad;2019T4;63,67
Ambos sexos;25 Lleida;Tasa de actividad;2018T4;62,61
Ambos sexos;25 Lleida;Tasa de actividad;2017T4;60,26
Ambos sexos;25 Lleida;Tasa de actividad;2016T4;59,08
Ambos sexos;25 Lleida;Tasa de paro de la población;2023T4;5,34
Ambos sexos;25 Lleida;Tasa de paro de la población;2022T4;10,21
Ambos sexos;25 Lleida;Tasa de paro de la población;2021T4;11,25
Ambos sexos;25 Lleida;Tasa de paro de la población;2020T4;10,98
Ambos sexos;25 Lleida;Tasa de paro de la población;2019T4;9,31
Ambos sexos;25 Lleida;Tasa de paro de la población;2018T4;12,21
Ambos sexos;25 Lleida;Tasa de paro de la población;2017T4;11,40
Ambos sexos;25 Lleida;Tasa de paro de la población;2016T4;10,59
Ambos sexos;25 Lleida;Tasa de empleo de la población;2023T4;56,09
Ambos sexos;25 Lleida;Tasa de empleo de la población;2022T4;52,42
Ambos sexos;25 Lleida;Tasa de empleo de la población;2021T4;55,32
Ambos sexos;25 Lleida;Tasa de empleo de la población;2020T4;56,05
Ambos sexos;25 Lleida;Tasa de empleo de la población;2019T4;57,74
Ambos sexos;25 Lleida;Tasa de empleo de la población;2018T4;54,96
Ambos sexos;25 Lleida;Tasa de empleo de la población;2017T4;53,39
Ambos sexos;25 Lleida;Tasa de empleo de la población;2016T4;52,82
Ambos sexos;27 Lugo;Tasa de actividad;2023T4;51,42
Ambos sexos;27 Lugo;Tasa de actividad;2022T4;52,41
Ambos sexos;27 Lugo;Tasa de actividad;2021T4;51,30
Ambos sexos;27 Lugo;Tasa de actividad;2020T4;52,07
Ambos sexos;27 Lugo;Tasa de actividad;2019T4;52,10
Ambos sexos;27 Lugo;Tasa de actividad;2018T4;52,01
Ambos sexos;27 Lugo;Tasa de actividad;2017T4;51,32
Ambos sexos;27 Lugo;Tasa de actividad;2016T4;50,45
Ambos sexos;27 Lugo;Tasa de paro de la población;2023T4;7,09
Ambos sexos;27 Lugo;Tasa de paro de la población;2022T4;8,76
Ambos sexos;27 Lugo;Tasa de paro de la población;2021T4;8,89
Ambos sexos;27 Lugo;Tasa de paro de la población;2020T4;8,25
Ambos sexos;27 Lugo;Tasa de paro de la población;2019T4;9,79
Ambos sexos;27 Lugo;Tasa de paro de la población;2018T4;9,16
Ambos sexos;27 Lugo;Tasa de paro de la población;2017T4;11,23
Ambos sexos;27 Lugo;Tasa de paro de la población;2016T4;13,75
Ambos sexos;27 Lugo;Tasa de empleo de la población;2023T4;47,77
Ambos sexos;27 Lugo;Tasa de empleo de la población;2022T4;47,82
Ambos sexos;27 Lugo;Tasa de empleo de la población;2021T4;46,74
Ambos sexos;27 Lugo;Tasa de empleo de la población;2020T4;47,77
Ambos sexos;27 Lugo;Tasa de empleo de la población;2019T4;47,00
Ambos sexos;27 Lugo;Tasa de empleo de la población;2018T4;47,24
Ambos sexos;27 Lugo;Tasa de empleo de la población;2017T4;45,56
Ambos sexos;27 Lugo;Tasa de empleo de la población;2016T4;43,52
Ambos sexos;28 Madrid;Tasa de actividad;2023T4;63,19
Ambos sexos;28 Madrid;Tasa de actividad;2022T4;63,15
Ambos sexos;28 Madrid;Tasa de actividad;2021T4;63,02
Ambos sexos;28 Madrid;Tasa de actividad;2020T4;63,33
Ambos sexos;28 Madrid;Tasa de actividad;2019T4;63,40
Ambos sexos;28 Madrid;Tasa de actividad;2018T4;62,94
Ambos sexos;28 Madrid;Tasa de actividad;2017T4;63,32
Ambos sexos;28 Madrid;Tasa de actividad;2016T4;63,18
Ambos sexos;28 Madrid;Tasa de paro de la población;2023T4;9,64
Ambos sexos;28 Madrid;Tasa de paro de la población;2022T4;11,33
Ambos sexos;28 Madrid;Tasa de paro de la población;2021T4;10,18
Ambos sexos;28 Madrid;Tasa de paro de la población;2020T4;13,53
Ambos sexos;28 Madrid;Tasa de paro de la población;2019T4;9,99
Ambos sexos;28 Madrid;Tasa de paro de la población;2018T4;11,54
Ambos sexos;28 Madrid;Tasa de paro de la población;2017T4;13,75
Ambos sexos;28 Madrid;Tasa de paro de la población;2016T4;14,60
Ambos sexos;28 Madrid;Tasa de empleo de la población;2023T4;57,10
Ambos sexos;28 Madrid;Tasa de empleo de la población;2022T4;55,99
Ambos sexos;28 Madrid;Tasa de empleo de la población;2021T4;56,61
Ambos sexos;28 Madrid;Tasa de empleo de la población;2020T4;54,76
Ambos sexos;28 Madrid;Tasa de empleo de la población;2019T4;57,06
Ambos sexos;28 Madrid;Tasa de empleo de la población;2018T4;55,68
Ambos sexos;28 Madrid;Tasa de empleo de la población;2017T4;54,62
Ambos sexos;28 Madrid;Tasa de empleo de la población;2016T4;53,96
Ambos sexos;29 Málaga;Tasa de actividad;2023T4;58,36
Ambos sexos;29 Málaga;Tasa de actividad;2022T4;57,22
Ambos sexos;29 Málaga;Tasa de actividad;2021T4;58,66
Ambos sexos;29 Málaga;Tasa de actividad;2020T4;57,43
Ambos sexos;29 Málaga;Tasa de actividad;2019T4;56,54
Ambos sexos;29 Málaga;Tasa de actividad;2018T4;56,78
Ambos sexos;29 Málaga;Tasa de actividad;2017T4;55,74
Ambos sexos;29 Málaga;Tasa de actividad;2016T4;56,12
Ambos sexos;29 Málaga;Tasa de paro de la población;2023T4;16,40
Ambos sexos;29 Málaga;Tasa de paro de la población;2022T4;19,39
Ambos sexos;29 Málaga;Tasa de paro de la población;2021T4;19,98
Ambos sexos;29 Málaga;Tasa de paro de la población;2020T4;19,32
Ambos sexos;29 Málaga;Tasa de paro de la población;2019T4;17,75
Ambos sexos;29 Málaga;Tasa de paro de la población;2018T4;16,56
Ambos sexos;29 Málaga;Tasa de paro de la población;2017T4;20,73
Ambos sexos;29 Málaga;Tasa de paro de la población;2016T4;25,00
Ambos sexos;29 Málaga;Tasa de empleo de la población;2023T4;48,79
Ambos sexos;29 Málaga;Tasa de empleo de la población;2022T4;46,13
Ambos sexos;29 Málaga;Tasa de empleo de la población;2021T4;46,93
Ambos sexos;29 Málaga;Tasa de empleo de la población;2020T4;46,34
Ambos sexos;29 Málaga;Tasa de empleo de la población;2019T4;46,50
Ambos sexos;29 Málaga;Tasa de empleo de la población;2018T4;47,38
Ambos sexos;29 Málaga;Tasa de empleo de la población;2017T4;44,18
Ambos sexos;29 Málaga;Tasa de empleo de la población;2016T4;42,09
Ambos sexos;30 Murcia;Tasa de actividad;2023T4;59,26
Ambos sexos;30 Murcia;Tasa de actividad;2022T4;59,57
Ambos sexos;30 Murcia;Tasa de actividad;2021T4;59,84
Ambos sexos;30 Murcia;Tasa de actividad;2020T4;58,81
Ambos sexos;30 Murcia;Tasa de actividad;2019T4;59,64
Ambos sexos;30 Murcia;Tasa de actividad;2018T4;59,56
Ambos sexos;30 Murcia;Tasa de actividad;2017T4;59,34
Ambos sexos;30 Murcia;Tasa de actividad;2016T4;59,08
Ambos sexos;30 Murcia;Tasa de paro de la población;2023T4;11,46
Ambos sexos;30 Murcia;Tasa de paro de la población;2022T4;13,01
Ambos sexos;30 Murcia;Tasa de paro de la población;2021T4;13,19
Ambos sexos;30 Murcia;Tasa de paro de la población;2020T4;15,39
Ambos sexos;30 Murcia;Tasa de paro de la población;2019T4;16,08
Ambos sexos;30 Murcia;Tasa de paro de la población;2018T4;15,83
Ambos sexos;30 Murcia;Tasa de paro de la población;2017T4;17,21
Ambos sexos;30 Murcia;Tasa de paro de la población;2016T4;18,58
Ambos sexos;30 Murcia;Tasa de empleo de la población;2023T4;52,47
Ambos sexos;30 Murcia;Tasa de empleo de la población;2022T4;51,82
Ambos sexos;30 Murcia;Tasa de empleo de la población;2021T4;51,95
Ambos sexos;30 Murcia;Tasa de empleo de la población;2020T4;49,75
Ambos sexos;30 Murcia;Tasa de empleo de la población;2019T4;50,06
Ambos sexos;30 Murcia;Tasa de empleo de la población;2018T4;50,14
Ambos sexos;30 Murcia;Tasa de empleo de la población;2017T4;49,13
Ambos sexos;30 Murcia;Tasa de empleo de la población;2016T4;48,10
Ambos sexos;31 Navarra;Tasa de actividad;2023T4;58,84
Ambos sexos;31 Navarra;Tasa de actividad;2022T4;59,14
Ambos sexos;31 Navarra;Tasa de actividad;2021T4;58,48
Ambos sexos;31 Navarra;Tasa de actividad;2020T4;58,07
Ambos sexos;31 Navarra;Tasa de actividad;2019T4;58,64
Ambos sexos;31 Navarra;Tasa de actividad;2018T4;59,33
Ambos sexos;31 Navarra;Tasa de actividad;2017T4;58,85
Ambos sexos;31 Navarra;Tasa de actividad;2016T4;58,91
Ambos sexos;31 Navarra;Tasa de paro de la población;2023T4;9,25
Ambos sexos;31 Navarra;Tasa de paro de la población;2022T4;10,17
Ambos sexos;31 Navarra;Tasa de paro de la población;2021T4;9,95
Ambos sexos;31 Navarra;Tasa de paro de la población;2020T4;11,65
Ambos sexos;31 Navarra;Tasa de paro de la población;2019T4;9,01
Ambos sexos;31 Navarra;Tasa de paro de la población;2018T4;9,99
Ambos sexos;31 Navarra;Tasa de paro de la población;2017T4;9,63
Ambos sexos;31 Navarra;Tasa de paro de la población;2016T4;10,01
Ambos sexos;31 Navarra;Tasa de empleo de la población;2023T4;53,39
Ambos sexos;31 Navarra;Tasa de empleo de la población;2022T4;53,13
Ambos sexos;31 Navarra;Tasa de empleo de la población;2021T4;52,66
Ambos sexos;31 Navarra;Tasa de empleo de la población;2020T4;51,30
Ambos sexos;31 Navarra;Tasa de empleo de la población;2019T4;53,35
Ambos sexos;31 Navarra;Tasa de empleo de la población;2018T4;53,40
Ambos sexos;31 Navarra;Tasa de empleo de la población;2017T4;53,18
Ambos sexos;31 Navarra;Tasa de empleo de la población;2016T4;53,01
Ambos sexos;32 Ourense;Tasa de actividad;2023T4;49,46
Ambos sexos;32 Ourense;Tasa de actividad;2022T4;47,61
Ambos sexos;32 Ourense;Tasa de actividad;2021T4;48,09
Ambos sexos;32 Ourense;Tasa de actividad;2020T4;47,19
Ambos sexos;32 Ourense;Tasa de actividad;2019T4;47,74
Ambos sexos;32 Ourense;Tasa de actividad;2018T4;47,72
Ambos sexos;32 Ourense;Tasa de actividad;2017T4;47,82
Ambos sexos;32 Ourense;Tasa de actividad;2016T4;48,45
Ambos sexos;32 Ourense;Tasa de paro de la población;2023T4;9,57
Ambos sexos;32 Ourense;Tasa de paro de la población;2022T4;11,78
Ambos sexos;32 Ourense;Tasa de paro de la población;2021T4;10,08
Ambos sexos;32 Ourense;Tasa de paro de la población;2020T4;10,26
Ambos sexos;32 Ourense;Tasa de paro de la población;2019T4;12,88
Ambos sexos;32 Ourense;Tasa de paro de la población;2018T4;13,12
Ambos sexos;32 Ourense;Tasa de paro de la población;2017T4;13,69
Ambos sexos;32 Ourense;Tasa de paro de la población;2016T4;19,24
Ambos sexos;32 Ourense;Tasa de empleo de la población;2023T4;44,73
Ambos sexos;32 Ourense;Tasa de empleo de la población;2022T4;42,00
Ambos sexos;32 Ourense;Tasa de empleo de la población;2021T4;43,24
Ambos sexos;32 Ourense;Tasa de empleo de la población;2020T4;42,35
Ambos sexos;32 Ourense;Tasa de empleo de la población;2019T4;41,59
Ambos sexos;32 Ourense;Tasa de empleo de la población;2018T4;41,46
Ambos sexos;32 Ourense;Tasa de empleo de la población;2017T4;41,28
Ambos sexos;32 Ourense;Tasa de empleo de la población;2016T4;39,13
Ambos sexos;34 Palencia;Tasa de actividad;2023T4;55,44
Ambos sexos;34 Palencia;Tasa de actividad;2022T4;54,79
Ambos sexos;34 Palencia;Tasa de actividad;2021T4;52,83
Ambos sexos;34 Palencia;Tasa de actividad;2020T4;54,56
Ambos sexos;34 Palencia;Tasa de actividad;2019T4;52,80
Ambos sexos;34 Palencia;Tasa de actividad;2018T4;52,59
Ambos sexos;34 Palencia;Tasa de actividad;2017T4;54,89
Ambos sexos;34 Palencia;Tasa de actividad;2016T4;54,00
Ambos sexos;34 Palencia;Tasa de paro de la población;2023T4;7,23
Ambos sexos;34 Palencia;Tasa de paro de la población;2022T4;8,72
Ambos sexos;34 Palencia;Tasa de paro de la población;2021T4;10,21
Ambos sexos;34 Palencia;Tasa de paro de la población;2020T4;9,64
Ambos sexos;34 Palencia;Tasa de paro de la población;2019T4;9,35
Ambos sexos;34 Palencia;Tasa de paro de la población;2018T4;15,00
Ambos sexos;34 Palencia;Tasa de paro de la población;2017T4;13,07
Ambos sexos;34 Palencia;Tasa de paro de la población;2016T4;13,86
Ambos sexos;34 Palencia;Tasa de empleo de la población;2023T4;51,43
Ambos sexos;34 Palencia;Tasa de empleo de la población;2022T4;50,01
Ambos sexos;34 Palencia;Tasa de empleo de la población;2021T4;47,43
Ambos sexos;34 Palencia;Tasa de empleo de la población;2020T4;49,30
Ambos sexos;34 Palencia;Tasa de empleo de la población;2019T4;47,87
Ambos sexos;34 Palencia;Tasa de empleo de la población;2018T4;44,70
Ambos sexos;34 Palencia;Tasa de empleo de la población;2017T4;47,72
Ambos sexos;34 Palencia;Tasa de empleo de la población;2016T4;46,51
Ambos sexos;35 Palmas, Las;Tasa de actividad;2023T4;61,05
Ambos sexos;35 Palmas, Las;Tasa de actividad;2022T4;61,00
Ambos sexos;35 Palmas, Las;Tasa de actividad;2021T4;60,14
Ambos sexos;35 Palmas, Las;Tasa de actividad;2020T4;57,08
Ambos sexos;35 Palmas, Las;Tasa de actividad;2019T4;61,15
Ambos sexos;35 Palmas, Las;Tasa de actividad;2018T4;61,18
Ambos sexos;35 Palmas, Las;Tasa de actividad;2017T4;61,36
Ambos sexos;35 Palmas, Las;Tasa de actividad;2016T4;59,84
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2023T4;15,28
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2022T4;13,46
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2021T4;18,38
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2020T4;25,88
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2019T4;19,60
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2018T4;20,53
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2017T4;21,48
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2016T4;25,25
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2023T4;51,72
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2022T4;52,79
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2021T4;49,09
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2020T4;42,31
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2019T4;49,17
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2018T4;48,62
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2017T4;48,18
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2016T4;44,73
Ambos sexos;36 Pontevedra;Tasa de actividad;2023T4;54,11
Ambos sexos;36 Pontevedra;Tasa de actividad;2022T4;53,78
Ambos sexos;36 Pontevedra;Tasa de actividad;2021T4;53,21
Ambos sexos;36 Pontevedra;Tasa de actividad;2020T4;53,23
Ambos sexos;36 Pontevedra;Tasa de actividad;2019T4;53,35
Ambos sexos;36 Pontevedra;Tasa de actividad;2018T4;53,29
Ambos sexos;36 Pontevedra;Tasa de actividad;2017T4;53,47
Ambos sexos;36 Pontevedra;Tasa de actividad;2016T4;53,90
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2023T4;10,65
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2022T4;11,66
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2021T4;12,60
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2020T4;13,27
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2019T4;13,86
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2018T4;14,38
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2017T4;17,76
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2016T4;18,47
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2023T4;48,35
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2022T4;47,51
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2021T4;46,51
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2020T4;46,17
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2019T4;45,95
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2018T4;45,63
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2017T4;43,98
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2016T4;43,95
Ambos sexos;26 Rioja, La;Tasa de actividad;2023T4;58,10
Ambos sexos;26 Rioja, La;Tasa de actividad;2022T4;59,38
Ambos sexos;26 Rioja, La;Tasa de actividad;2021T4;59,62
Ambos sexos;26 Rioja, La;Tasa de actividad;2020T4;59,41
Ambos sexos;26 Rioja, La;Tasa de actividad;2019T4;59,19
Ambos sexos;26 Rioja, La;Tasa de actividad;2018T4;59,31
Ambos sexos;26 Rioja, La;Tasa de actividad;2017T4;58,92
Ambos sexos;26 Rioja, La;Tasa de actividad;2016T4;58,80
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2023T4;9,71
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2022T4;8,52
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2021T4;10,53
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2020T4;10,36
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2019T4;9,89
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2018T4;10,30
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2017T4;11,51
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2016T4;10,90
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2023T4;52,46
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2022T4;54,32
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2021T4;53,34
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2020T4;53,26
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2019T4;53,34
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2018T4;53,20
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2017T4;52,14
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2016T4;52,39
Ambos sexos;37 Salamanca;Tasa de actividad;2023T4;52,88
Ambos sexos;37 Salamanca;Tasa de actividad;2022T4;53,74
Ambos sexos;37 Salamanca;Tasa de actividad;2021T4;53,13
Ambos sexos;37 Salamanca;Tasa de actividad;2020T4;52,83
Ambos sexos;37 Salamanca;Tasa de actividad;2019T4;53,28
Ambos sexos;37 Salamanca;Tasa de actividad;2018T4;52,78
Ambos sexos;37 Salamanca;Tasa de actividad;2017T4;53,58
Ambos sexos;37 Salamanca;Tasa de actividad;2016T4;51,38
Ambos sexos;37 Salamanca;Tasa de paro de la población;2023T4;10,83
Ambos sexos;37 Salamanca;Tasa de paro de la población;2022T4;11,04
Ambos sexos;37 Salamanca;Tasa de paro de la población;2021T4;11,53
Ambos sexos;37 Salamanca;Tasa de paro de la población;2020T4;15,75
Ambos sexos;37 Salamanca;Tasa de paro de la población;2019T4;13,02
Ambos sexos;37 Salamanca;Tasa de paro de la población;2018T4;12,18
Ambos sexos;37 Salamanca;Tasa de paro de la población;2017T4;12,39
Ambos sexos;37 Salamanca;Tasa de paro de la población;2016T4;16,22
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2023T4;47,15
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2022T4;47,81
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2021T4;47,00
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2020T4;44,51
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2019T4;46,34
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2018T4;46,35
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2017T4;46,94
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2016T4;43,04
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2023T4;60,02
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2022T4;57,07
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2021T4;58,87
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2020T4;57,79
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2019T4;60,12
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2018T4;60,74
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2017T4;60,44
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2016T4;62,10
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2023T4;16,91
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2022T4;16,48
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2021T4;20,17
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2020T4;24,53
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2019T4;17,90
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2018T4;19,42
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2017T4;22,64
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2016T4;24,54
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2023T4;49,87
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2022T4;47,66
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2021T4;47,00
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2020T4;43,62
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2019T4;49,35
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2018T4;48,94
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2017T4;46,76
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2016T4;46,86
Ambos sexos;40 Segovia;Tasa de actividad;2023T4;58,45
Ambos sexos;40 Segovia;Tasa de actividad;2022T4;56,53
Ambos sexos;40 Segovia;Tasa de actividad;2021T4;56,62
Ambos sexos;40 Segovia;Tasa de actividad;2020T4;59,95
Ambos sexos;40 Segovia;Tasa de actividad;2019T4;62,29
Ambos sexos;40 Segovia;Tasa de actividad;2018T4;56,77
Ambos sexos;40 Segovia;Tasa de actividad;2017T4;58,06
Ambos sexos;40 Segovia;Tasa de actividad;2016T4;61,12
Ambos sexos;40 Segovia;Tasa de paro de la población;2023T4;8,19
Ambos sexos;40 Segovia;Tasa de paro de la población;2022T4;7,12
Ambos sexos;40 Segovia;Tasa de paro de la población;2021T4;9,14
Ambos sexos;40 Segovia;Tasa de paro de la población;2020T4;8,21
Ambos sexos;40 Segovia;Tasa de paro de la población;2019T4;11,11
Ambos sexos;40 Segovia;Tasa de paro de la población;2018T4;9,28
Ambos sexos;40 Segovia;Tasa de paro de la población;2017T4;12,60
Ambos sexos;40 Segovia;Tasa de paro de la población;2016T4;12,63
Ambos sexos;40 Segovia;Tasa de empleo de la población;2023T4;53,66
Ambos sexos;40 Segovia;Tasa de empleo de la población;2022T4;52,51
Ambos sexos;40 Segovia;Tasa de empleo de la población;2021T4;51,44
Ambos sexos;40 Segovia;Tasa de empleo de la población;2020T4;55,02
Ambos sexos;40 Segovia;Tasa de empleo de la población;2019T4;55,37
Ambos sexos;40 Segovia;Tasa de empleo de la población;2018T4;51,50
Ambos sexos;40 Segovia;Tasa de empleo de la población;2017T4;50,74
Ambos sexos;40 Segovia;Tasa de empleo de la población;2016T4;53,40
Ambos sexos;41 Sevilla;Tasa de actividad;2023T4;58,09
Ambos sexos;41 Sevilla;Tasa de actividad;2022T4;57,86
Ambos sexos;41 Sevilla;Tasa de actividad;2021T4;58,43
Ambos sexos;41 Sevilla;Tasa de actividad;2020T4;57,53
Ambos sexos;41 Sevilla;Tasa de actividad;2019T4;59,00
Ambos sexos;41 Sevilla;Tasa de actividad;2018T4;59,39
Ambos sexos;41 Sevilla;Tasa de actividad;2017T4;58,34
Ambos sexos;41 Sevilla;Tasa de actividad;2016T4;58,78
Ambos sexos;41 Sevilla;Tasa de paro de la población;2023T4;15,79
Ambos sexos;41 Sevilla;Tasa de paro de la población;2022T4;16,03
Ambos sexos;41 Sevilla;Tasa de paro de la población;2021T4;19,98
Ambos sexos;41 Sevilla;Tasa de paro de la población;2020T4;22,44
Ambos sexos;41 Sevilla;Tasa de paro de la población;2019T4;20,74
Ambos sexos;41 Sevilla;Tasa de paro de la población;2018T4;20,94
Ambos sexos;41 Sevilla;Tasa de paro de la población;2017T4;22,42
Ambos sexos;41 Sevilla;Tasa de paro de la población;2016T4;27,03
Ambos sexos;41 Sevilla;Tasa de empleo de la población;2023T4;48,91
Ambos sexos;41 Sevilla;Tasa de empleo de la población;2022T4;48,58
Ambos sexos;41 Sevilla;Tasa de empleo de la población;2021T4;46,75
Ambos sexos;41 Sevilla;Tasa de empleo de la población;2020T4;44,63
Ambos sexos;41 Sevilla;Tasa de empleo de la población;2019T4;46,77
Ambos sexos;41 Sevilla;Tasa de empleo de la población;2018T4;46,95
Ambos sexos;41 Sevilla;Tasa de empleo de la población;2017T4;45,26
Ambos sexos;41 Sevilla;Tasa de empleo de la población;2016T4;42,89
Ambos sexos;42 Soria;Tasa de actividad;2023T4;59,69
Ambos sexos;42 Soria;Tasa de actividad;2022T4;57,69
Ambos sexos;42 Soria;Tasa de actividad;2021T4;58,01
Ambos sexos;42 Soria;Tasa de actividad;2020T4;56,88
Ambos sexos;42 Soria;Tasa de actividad;2019T4;58,77
Ambos sexos;42 Soria;Tasa de actividad;2018T4;56,63
Ambos sexos;42 Soria;Tasa de actividad;2017T4;61,35
Ambos sexos;42 Soria;Tasa de actividad;2016T4;57,67
Ambos sexos;42 Soria;Tasa de paro de la población;2023T4;5,14
Ambos sexos;42 Soria;Tasa de paro de la población;2022T4;7,96
Ambos sexos;42 Soria;Tasa de paro de la población;2021T4;7,73
Ambos sexos;42 Soria;Tasa de paro de la población;2020T4;7,67
Ambos sexos;42 Soria;Tasa de paro de la población;2019T4;7,23
Ambos sexos;42 Soria;Tasa de paro de la población;2018T4;4,35
Ambos sexos;42 Soria;Tasa de paro de la población;2017T4;9,55
Ambos sexos;42 Soria;Tasa de paro de la población;2016T4;12,25
Ambos sexos;42 Soria;Tasa de empleo de la población;2023T4;56,63
Ambos sexos;42 Soria;Tasa de empleo de la población;2022T4;53,10
Ambos sexos;42 Soria;Tasa de empleo de la población;2021T4;53,53
Ambos sexos;42 Soria;Tasa de empleo de la población;2020T4;52,52
